tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Liver,Myeloid,naive_t,CR→AR,CR,AR,0.04012,0.029733,-25.9,↓,1.0,NS,5/9,3,3,1.0
Liver,CD4_T,naive_t,NL→IT,NL,IT,0.195769,0.210088,7.3,↑,0.818182,NS,20/36,6,6,0.9886365833333333
Liver,CD4_T,naive_t,NL→IA,NL,IA,0.195769,0.241479,23.3,↑,0.536797,NS,19/30,6,5,0.77835565
Liver,CD4_T,naive_t,NL→AR,NL,AR,0.195769,0.176743,-9.7,↓,1.0,NS,9/18,6,3,1.0
Liver,CD4_T,naive_t,NL→CR,NL,CR,0.195769,0.197331,0.8,↑,1.0,NS,9/18,6,3,1.0
Liver,CD4_T,naive_t,IT→IA,IT,IA,0.210088,0.241479,14.9,↑,0.930736,NS,16/30,6,5,0.9996794074074075
Liver,CD4_T,naive_t,IA→AR,IA,AR,0.241479,0.176743,-26.8,↓,0.25,NS,12/15,5,3,0.9114282400000001
Liver,CD4_T,naive_t,CR→AR,CR,AR,0.197331,0.176743,-10.4,↓,0.7,NS,6/9,3,3,1.0
Liver,CD8_T,naive_t,NL→IT,NL,IT,0.128142,0.145314,13.4,↑,0.484848,NS,23/36,6,6,0.7030295999999999
Liver,CD8_T,naive_t,NL→IA,NL,IA,0.128142,0.134092,4.6,↑,0.329004,NS,9/30,6,5,0.6815082857142857
Liver,CD8_T,naive_t,NL→AR,NL,AR,0.128142,0.071058,-44.5,↓,0.047619,*,17/18,6,3,0.2761902
Liver,CD8_T,naive_t,NL→CR,NL,CR,0.128142,0.079534,-37.9,↓,0.047619,*,17/18,6,3,0.2761902
Liver,CD8_T,naive_t,IT→IA,IT,IA,0.145314,0.134092,-7.7,↓,0.329004,NS,21/30,6,5,0.8648396111111111
Liver,CD8_T,naive_t,IA→AR,IA,AR,0.134092,0.071058,-47.0,↓,0.571429,NS,10/15,5,3,0.8285720499999999
Liver,CD8_T,naive_t,CR→AR,CR,AR,0.079534,0.071058,-10.7,↓,1.0,NS,5/9,3,3,1.0
Liver,NK,naive_t,NL→IT,NL,IT,0.033236,0.048951,47.3,↑,0.051948,†,26/30,6,5,0.7532460000000001
Liver,NK,naive_t,NL→IA,NL,IA,0.033236,0.054633,64.4,↑,0.030303,*,27/30,6,5,0.292929
Liver,NK,naive_t,NL→AR,NL,AR,0.033236,0.044103,32.7,↑,0.380952,NS,13/18,6,3,1.0
Liver,NK,naive_t,NL→CR,NL,CR,0.033236,0.038893,17.0,↑,0.380952,NS,13/18,6,3,0.849816
Liver,NK,naive_t,IT→IA,IT,IA,0.048951,0.054633,11.6,↑,0.84127,NS,14/25,5,5,1.0
Liver,NK,naive_t,IA→AR,IA,AR,0.054633,0.044103,-19.3,↓,0.785714,NS,9/15,5,3,0.9494044166666668
Liver,NK,naive_t,CR→AR,CR,AR,0.038893,0.044103,13.4,↑,0.4,NS,7/9,3,3,1.0
Liver,B,naive_t,NL→IT,NL,IT,0.106333,0.097925,-7.9,↓,0.930736,NS,16/30,6,5,0.9996794074074075
Liver,B,naive_t,NL→IA,NL,IA,0.106333,0.120979,13.8,↑,0.930736,NS,16/30,6,5,1.0
Liver,B,naive_t,NL→AR,NL,AR,0.106333,0.150207,41.3,↑,0.380952,NS,13/18,6,3,1.0
Liver,B,naive_t,NL→CR,NL,CR,0.106333,0.15362,44.5,↑,0.380952,NS,13/18,6,3,0.7365072
Liver,B,naive_t,IT→IA,IT,IA,0.097925,0.120979,23.5,↑,0.420635,NS,17/25,5,5,0.7624009374999999
Liver,B,naive_t,IA→AR,IA,AR,0.120979,0.150207,24.2,↑,0.392857,NS,11/15,5,3,0.920635611111111
Liver,B,naive_t,CR→AR,CR,AR,0.15362,0.150207,-2.2,↓,1.0,NS,5/9,3,3,1.0
Liver,PlasmaB,naive_t,NL→IT,NL,IT,0.046124,0.082966,79.9,↑,0.246753,NS,22/30,6,5,0.7155836999999999
Liver,PlasmaB,naive_t,NL→IA,NL,IA,0.046124,0.086672,87.9,↑,0.246753,NS,22/30,6,5,0.7155836999999999
Liver,PlasmaB,naive_t,NL→AR,NL,AR,0.046124,0.095204,106.4,↑,0.285714,NS,10/12,6,2,0.6904755
Liver,PlasmaB,naive_t,NL→CR,NL,CR,0.046124,0.079446,72.2,↑,0.380952,NS,13/18,6,3,0.7891148571428571
Liver,PlasmaB,naive_t,IT→IA,IT,IA,0.082966,0.086672,4.5,↑,0.84127,NS,11/25,5,5,1.0
Liver,PlasmaB,naive_t,IA→AR,IA,AR,0.086672,0.095204,9.8,↑,0.380952,NS,8/10,5,2,0.849816
Liver,PlasmaB,naive_t,CR→AR,CR,AR,0.079446,0.095204,19.8,↑,0.8,NS,4/6,3,2,1.0
Liver,Myeloid,nk_function,NL→IT,NL,IT,0.000164,4.9e-05,-69.9,↓,0.425806,NS,15/30,6,5,0.6499144210526316
Liver,Myeloid,nk_function,NL→IA,NL,IA,0.000164,0.004223,2480.3,↑,0.842187,NS,9/30,6,5,0.9393624230769231
Liver,Myeloid,nk_function,NL→AR,NL,AR,0.000164,0.000827,405.5,↑,1.0,NS,6/18,6,3,1.0
Liver,Myeloid,nk_function,NL→CR,NL,CR,0.000164,8.4e-05,-48.8,↓,0.787406,NS,9/18,6,3,1.0
Liver,Myeloid,nk_function,IT→IA,IT,IA,4.9e-05,0.004223,8476.2,↑,0.724082,NS,10/25,5,5,0.9383396153846153
Liver,Myeloid,nk_function,IA→AR,IA,AR,0.004223,0.000827,-80.4,↓,1.0,NS,5/15,5,3,1.0
Liver,Myeloid,nk_function,CR→AR,CR,AR,8.4e-05,0.000827,886.7,↑,1.0,NS,3/9,3,3,1.0
Liver,CD4_T,nk_function,NL→IT,NL,IT,0.039834,0.033438,-16.1,↓,0.588745,NS,22/36,6,6,0.8986107894736842
Liver,CD4_T,nk_function,NL→IA,NL,IA,0.039834,0.023296,-41.5,↓,0.177489,NS,23/30,6,5,0.77835565
Liver,CD4_T,nk_function,NL→AR,NL,AR,0.039834,0.03461,-13.1,↓,0.714286,NS,11/18,6,3,0.7967036153846153
Liver,CD4_T,nk_function,NL→CR,NL,CR,0.039834,0.044172,10.9,↑,0.904762,NS,10/18,6,3,1.0
Liver,CD4_T,nk_function,IT→IA,IT,IA,0.033438,0.023296,-30.3,↓,0.329004,NS,21/30,6,5,0.9189612800000001
Liver,CD4_T,nk_function,IA→AR,IA,AR,0.023296,0.03461,48.6,↑,0.571429,NS,10/15,5,3,0.9114282400000001
Liver,CD4_T,nk_function,CR→AR,CR,AR,0.044172,0.03461,-21.6,↓,0.7,NS,6/9,3,3,1.0
Liver,CD8_T,nk_function,NL→IT,NL,IT,0.08445,0.072248,-14.4,↓,0.309524,NS,25/36,6,6,0.6411568571428572
Liver,CD8_T,nk_function,NL→IA,NL,IA,0.08445,0.056746,-32.8,↓,0.246753,NS,22/30,6,5,0.6815082857142857
Liver,CD8_T,nk_function,NL→AR,NL,AR,0.08445,0.076303,-9.6,↓,1.0,NS,9/18,6,3,1.0
Liver,CD8_T,nk_function,NL→CR,NL,CR,0.08445,0.084412,-0.0,↓,0.547619,NS,6/18,6,3,0.7218614090909091
Liver,CD8_T,nk_function,IT→IA,IT,IA,0.072248,0.056746,-21.5,↓,0.536797,NS,19/30,6,5,0.8648396111111111
Liver,CD8_T,nk_function,IA→AR,IA,AR,0.056746,0.076303,34.5,↑,0.392857,NS,11/15,5,3,0.8285720499999999
Liver,CD8_T,nk_function,CR→AR,CR,AR,0.084412,0.076303,-9.6,↓,0.7,NS,6/9,3,3,1.0
Liver,NK,nk_function,NL→IT,NL,IT,0.194853,0.199536,2.4,↑,0.662338,NS,18/30,6,5,0.8003250833333333
Liver,NK,nk_function,NL→IA,NL,IA,0.194853,0.165527,-15.1,↓,0.051948,†,26/30,6,5,0.37662300000000004
Liver,NK,nk_function,NL→AR,NL,AR,0.194853,0.193565,-0.7,↓,1.0,NS,9/18,6,3,1.0
Liver,NK,nk_function,NL→CR,NL,CR,0.194853,0.214196,9.9,↑,0.166667,NS,15/18,6,3,0.849816
Liver,NK,nk_function,IT→IA,IT,IA,0.199536,0.165527,-17.0,↓,0.031746,*,23/25,5,5,0.9206340000000001
Liver,NK,nk_function,IA→AR,IA,AR,0.165527,0.193565,16.9,↑,0.392857,NS,11/15,5,3,0.9494044166666668
Liver,NK,nk_function,CR→AR,CR,AR,0.214196,0.193565,-9.6,↓,0.2,NS,8/9,3,3,1.0
Liver,B,nk_function,NL→IT,NL,IT,0.010105,0.00323,-68.0,↓,0.166994,NS,22/30,6,5,0.8071376666666666
Liver,B,nk_function,NL→IA,NL,IA,0.010105,0.011117,10.0,↑,1.0,NS,15/30,6,5,1.0
Liver,B,nk_function,NL→AR,NL,AR,0.010105,0.018401,82.1,↑,0.261905,NS,14/18,6,3,1.0
Liver,B,nk_function,NL→CR,NL,CR,0.010105,0.010177,0.7,↑,1.0,NS,9/18,6,3,1.0
Liver,B,nk_function,IT→IA,IT,IA,0.00323,0.011117,244.2,↑,0.059327,†,22/25,5,5,0.4373026
Liver,B,nk_function,IA→AR,IA,AR,0.011117,0.018401,65.5,↑,0.571429,NS,10/15,5,3,0.920635611111111
Liver,B,nk_function,CR→AR,CR,AR,0.010177,0.018401,80.8,↑,0.7,NS,6/9,3,3,1.0
Liver,PlasmaB,nk_function,NL→IT,NL,IT,0.001811,0.0,-100.0,↓,0.104062,NS,15/30,6,5,0.4965048571428571
Liver,PlasmaB,nk_function,NL→IA,NL,IA,0.001811,0.000177,-90.2,↓,0.341314,NS,14/30,6,5,0.8461281666666667
Liver,PlasmaB,nk_function,NL→AR,NL,AR,0.001811,0.0,-100.0,↓,0.339728,NS,6/12,6,2,0.7578547692307691
Liver,PlasmaB,nk_function,NL→CR,NL,CR,0.001811,0.0,-100.0,↓,0.219768,NS,9/18,6,3,0.6904768181818182
Liver,PlasmaB,nk_function,IT→IA,IT,IA,0.0,0.000177,99999.0,↑,0.423711,NS,5/25,5,5,1.0
Liver,PlasmaB,nk_function,IA→AR,IA,AR,0.000177,0.0,-100.0,↓,0.75183,NS,2/10,5,2,0.9560441153846153
Liver,PlasmaB,nk_function,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/6,3,2,1.0
Liver,Myeloid,nk_il15_dual,NL→IT,NL,IT,0.02792,0.051154,83.2,↑,0.051948,†,26/30,6,5,0.22653557142857142
Liver,Myeloid,nk_il15_dual,NL→IA,NL,IA,0.02792,0.035619,27.6,↑,0.662338,NS,18/30,6,5,0.914657238095238
Liver,Myeloid,nk_il15_dual,NL→AR,NL,AR,0.02792,0.041205,47.6,↑,0.166667,NS,15/18,6,3,0.4027785833333334
Liver,Myeloid,nk_il15_dual,NL→CR,NL,CR,0.02792,0.042267,51.4,↑,0.166667,NS,15/18,6,3,0.8055571666666668
Liver,Myeloid,nk_il15_dual,IT→IA,IT,IA,0.051154,0.035619,-30.4,↓,0.690476,NS,15/25,5,5,0.9383396153846153
Liver,Myeloid,nk_il15_dual,IA→AR,IA,AR,0.035619,0.041205,15.7,↑,0.571429,NS,10/15,5,3,0.8285720499999999
Liver,Myeloid,nk_il15_dual,CR→AR,CR,AR,0.042267,0.041205,-2.5,↓,1.0,NS,5/9,3,3,1.0
Liver,CD4_T,nk_il15_dual,NL→IT,NL,IT,0.091294,0.091535,0.3,↑,1.0,NS,18/36,6,6,1.0
Liver,CD4_T,nk_il15_dual,NL→IA,NL,IA,0.091294,0.096032,5.2,↑,0.428571,NS,20/30,6,5,0.77835565
Liver,CD4_T,nk_il15_dual,NL→AR,NL,AR,0.091294,0.095663,4.8,↑,0.547619,NS,12/18,6,3,0.7562357619047618
Liver,CD4_T,nk_il15_dual,NL→CR,NL,CR,0.091294,0.095893,5.0,↑,0.547619,NS,12/18,6,3,0.8358395263157895
Liver,CD4_T,nk_il15_dual,IT→IA,IT,IA,0.091535,0.096032,4.9,↑,0.428571,NS,20/30,6,5,0.9189612800000001
Liver,CD4_T,nk_il15_dual,IA→AR,IA,AR,0.096032,0.095663,-0.4,↓,1.0,NS,8/15,5,3,1.0
Liver,CD4_T,nk_il15_dual,CR→AR,CR,AR,0.095893,0.095663,-0.2,↓,1.0,NS,5/9,3,3,1.0
Liver,CD8_T,nk_il15_dual,NL→IT,NL,IT,0.092982,0.099671,7.2,↑,0.588745,NS,22/36,6,6,0.7423306521739129
Liver,CD8_T,nk_il15_dual,NL→IA,NL,IA,0.092982,0.106379,14.4,↑,0.177489,NS,23/30,6,5,0.571909
Liver,CD8_T,nk_il15_dual,NL→AR,NL,AR,0.092982,0.103314,11.1,↑,0.380952,NS,13/18,6,3,0.5260765714285714
Liver,CD8_T,nk_il15_dual,NL→CR,NL,CR,0.092982,0.087485,-5.9,↓,0.547619,NS,12/18,6,3,0.7218614090909091
Liver,CD8_T,nk_il15_dual,IT→IA,IT,IA,0.099671,0.106379,6.7,↑,0.246753,NS,22/30,6,5,0.8648396111111111
Liver,CD8_T,nk_il15_dual,IA→AR,IA,AR,0.106379,0.103314,-2.9,↓,1.0,NS,8/15,5,3,1.0
Liver,CD8_T,nk_il15_dual,CR→AR,CR,AR,0.087485,0.103314,18.1,↑,0.2,NS,8/9,3,3,1.0
Liver,NK,nk_il15_dual,NL→IT,NL,IT,0.129746,0.149422,15.2,↑,0.428571,NS,20/30,6,5,0.7767849375
Liver,NK,nk_il15_dual,NL→IA,NL,IA,0.129746,0.137509,6.0,↑,0.930736,NS,16/30,6,5,0.9996794074074075
Liver,NK,nk_il15_dual,NL→AR,NL,AR,0.129746,0.132363,2.0,↑,1.0,NS,9/18,6,3,1.0
Liver,NK,nk_il15_dual,NL→CR,NL,CR,0.129746,0.153626,18.4,↑,0.166667,NS,15/18,6,3,0.849816
Liver,NK,nk_il15_dual,IT→IA,IT,IA,0.149422,0.137509,-8.0,↓,0.420635,NS,17/25,5,5,0.9925594375
Liver,NK,nk_il15_dual,IA→AR,IA,AR,0.137509,0.132363,-3.7,↓,0.785714,NS,6/15,5,3,0.9494044166666668
Liver,NK,nk_il15_dual,CR→AR,CR,AR,0.153626,0.132363,-13.8,↓,0.1,NS,9/9,3,3,1.0
Liver,B,nk_il15_dual,NL→IT,NL,IT,0.087644,0.066682,-23.9,↓,0.428571,NS,20/30,6,5,0.9996794074074075
Liver,B,nk_il15_dual,NL→IA,NL,IA,0.087644,0.060362,-31.1,↓,0.792208,NS,17/30,6,5,0.9988709565217391
Liver,B,nk_il15_dual,NL→AR,NL,AR,0.087644,0.073546,-16.1,↓,0.714286,NS,7/18,6,3,1.0
Liver,B,nk_il15_dual,NL→CR,NL,CR,0.087644,0.059184,-32.5,↓,0.380952,NS,13/18,6,3,0.7365072
Liver,B,nk_il15_dual,IT→IA,IT,IA,0.066682,0.060362,-9.5,↓,1.0,NS,12/25,5,5,1.0
Liver,B,nk_il15_dual,IA→AR,IA,AR,0.060362,0.073546,21.8,↑,0.571429,NS,10/15,5,3,0.920635611111111
Liver,B,nk_il15_dual,CR→AR,CR,AR,0.059184,0.073546,24.3,↑,0.4,NS,7/9,3,3,1.0
Liver,PlasmaB,nk_il15_dual,NL→IT,NL,IT,0.037383,0.048834,30.6,↑,0.536797,NS,19/30,6,5,0.8193217368421053
Liver,PlasmaB,nk_il15_dual,NL→IA,NL,IA,0.037383,0.027484,-26.5,↓,0.792208,NS,17/30,6,5,0.9189612800000001
Liver,PlasmaB,nk_il15_dual,NL→AR,NL,AR,0.037383,0.064585,72.8,↑,0.285714,NS,10/12,6,2,0.6904755
Liver,PlasmaB,nk_il15_dual,NL→CR,NL,CR,0.037383,0.038836,3.9,↑,0.714286,NS,11/18,6,3,0.9006214782608695
Liver,PlasmaB,nk_il15_dual,IT→IA,IT,IA,0.048834,0.027484,-43.7,↓,0.031746,*,23/25,5,5,0.46031700000000003
Liver,PlasmaB,nk_il15_dual,IA→AR,IA,AR,0.027484,0.064585,135.0,↑,0.095238,†,10/10,5,2,0.849816
Liver,PlasmaB,nk_il15_dual,CR→AR,CR,AR,0.038836,0.064585,66.3,↑,0.8,NS,4/6,3,2,1.0
Liver,Myeloid,oxphos,NL→IT,NL,IT,0.356631,0.413671,16.0,↑,0.082251,†,25/30,6,5,0.265031
Liver,Myeloid,oxphos,NL→IA,NL,IA,0.356631,0.386529,8.4,↑,0.329004,NS,21/30,6,5,0.914657238095238
Liver,Myeloid,oxphos,NL→AR,NL,AR,0.356631,0.467847,31.2,↑,0.095238,†,16/18,6,3,0.39455742857142856
Liver,Myeloid,oxphos,NL→CR,NL,CR,0.356631,0.435757,22.2,↑,0.047619,*,17/18,6,3,0.6904755
Liver,Myeloid,oxphos,IT→IA,IT,IA,0.413671,0.386529,-6.6,↓,0.84127,NS,14/25,5,5,0.9383396153846153
Liver,Myeloid,oxphos,IA→AR,IA,AR,0.386529,0.467847,21.0,↑,0.25,NS,12/15,5,3,0.725
Liver,Myeloid,oxphos,CR→AR,CR,AR,0.435757,0.467847,7.4,↑,1.0,NS,4/9,3,3,1.0
Liver,CD4_T,oxphos,NL→IT,NL,IT,0.247679,0.271115,9.5,↑,0.309524,NS,25/36,6,6,0.6904766153846155
Liver,CD4_T,oxphos,NL→IA,NL,IA,0.247679,0.267189,7.9,↑,1.0,NS,15/30,6,5,1.0
Liver,CD4_T,oxphos,NL→AR,NL,AR,0.247679,0.293175,18.4,↑,0.547619,NS,12/18,6,3,0.7562357619047618
Liver,CD4_T,oxphos,NL→CR,NL,CR,0.247679,0.299867,21.1,↑,0.095238,†,16/18,6,3,0.5523804
Liver,CD4_T,oxphos,IT→IA,IT,IA,0.271115,0.267189,-1.4,↓,0.662338,NS,18/30,6,5,0.9189612800000001
Liver,CD4_T,oxphos,IA→AR,IA,AR,0.267189,0.293175,9.7,↑,0.25,NS,12/15,5,3,0.9114282400000001
Liver,CD4_T,oxphos,CR→AR,CR,AR,0.299867,0.293175,-2.2,↓,0.7,NS,6/9,3,3,1.0
Liver,CD8_T,oxphos,NL→IT,NL,IT,0.241878,0.285065,17.9,↑,0.093074,†,29/36,6,6,0.4498576666666667
Liver,CD8_T,oxphos,NL→IA,NL,IA,0.241878,0.274913,13.7,↑,0.662338,NS,18/30,6,5,0.9988709565217391
Liver,CD8_T,oxphos,NL→AR,NL,AR,0.241878,0.28361,17.3,↑,0.166667,NS,15/18,6,3,0.3717956153846154
Liver,CD8_T,oxphos,NL→CR,NL,CR,0.241878,0.285042,17.8,↑,0.095238,†,16/18,6,3,0.39455742857142856
Liver,CD8_T,oxphos,IT→IA,IT,IA,0.285065,0.274913,-3.6,↓,0.536797,NS,19/30,6,5,0.8648396111111111
Liver,CD8_T,oxphos,IA→AR,IA,AR,0.274913,0.28361,3.2,↑,0.571429,NS,10/15,5,3,0.8285720499999999
Liver,CD8_T,oxphos,CR→AR,CR,AR,0.285042,0.28361,-0.5,↓,1.0,NS,5/9,3,3,1.0
Liver,NK,oxphos,NL→IT,NL,IT,0.247884,0.271102,9.4,↑,0.329004,NS,21/30,6,5,0.7767849375
Liver,NK,oxphos,NL→IA,NL,IA,0.247884,0.247009,-0.4,↓,1.0,NS,15/30,6,5,1.0
Liver,NK,oxphos,NL→AR,NL,AR,0.247884,0.265489,7.1,↑,0.714286,NS,11/18,6,3,1.0
Liver,NK,oxphos,NL→CR,NL,CR,0.247884,0.281041,13.4,↑,0.380952,NS,13/18,6,3,0.849816
Liver,NK,oxphos,IT→IA,IT,IA,0.271102,0.247009,-8.9,↓,0.420635,NS,17/25,5,5,0.9925594375
Liver,NK,oxphos,IA→AR,IA,AR,0.247009,0.265489,7.5,↑,0.785714,NS,9/15,5,3,0.9494044166666668
Liver,NK,oxphos,CR→AR,CR,AR,0.281041,0.265489,-5.5,↓,0.4,NS,7/9,3,3,1.0
Liver,B,oxphos,NL→IT,NL,IT,0.256185,0.265263,3.5,↑,0.536797,NS,19/30,6,5,0.9996794074074075
Liver,B,oxphos,NL→IA,NL,IA,0.256185,0.24725,-3.5,↓,1.0,NS,15/30,6,5,1.0
Liver,B,oxphos,NL→AR,NL,AR,0.256185,0.255126,-0.4,↓,0.547619,NS,12/18,6,3,1.0
Liver,B,oxphos,NL→CR,NL,CR,0.256185,0.280304,9.4,↑,0.380952,NS,13/18,6,3,0.7365072
Liver,B,oxphos,IT→IA,IT,IA,0.265263,0.24725,-6.8,↓,0.547619,NS,16/25,5,5,0.7940475499999999
Liver,B,oxphos,IA→AR,IA,AR,0.24725,0.255126,3.2,↑,1.0,NS,8/15,5,3,1.0
Liver,B,oxphos,CR→AR,CR,AR,0.280304,0.255126,-9.0,↓,0.1,NS,9/9,3,3,1.0
Liver,PlasmaB,oxphos,NL→IT,NL,IT,0.395924,0.385904,-2.5,↓,0.792208,NS,17/30,6,5,0.9189612800000001
Liver,PlasmaB,oxphos,NL→IA,NL,IA,0.395924,0.423017,6.8,↑,0.792208,NS,17/30,6,5,0.9189612800000001
Liver,PlasmaB,oxphos,NL→AR,NL,AR,0.395924,0.403481,1.9,↑,0.642857,NS,8/12,6,2,0.7767855416666667
Liver,PlasmaB,oxphos,NL→CR,NL,CR,0.395924,0.472145,19.3,↑,0.261905,NS,14/18,6,3,0.6904768181818182
Liver,PlasmaB,oxphos,IT→IA,IT,IA,0.385904,0.423017,9.6,↑,0.84127,NS,14/25,5,5,1.0
Liver,PlasmaB,oxphos,IA→AR,IA,AR,0.423017,0.403481,-4.6,↓,0.857143,NS,6/10,5,2,0.9560441153846153
Liver,PlasmaB,oxphos,CR→AR,CR,AR,0.472145,0.403481,-14.5,↓,0.4,NS,5/6,3,2,1.0
Liver,Myeloid,proliferation,NL→IT,NL,IT,0.00685,0.012484,82.3,↑,0.213259,NS,20/30,6,5,0.4757316153846154
Liver,Myeloid,proliferation,NL→IA,NL,IA,0.00685,0.002683,-60.8,↓,0.76521,NS,9/30,6,5,0.9189612800000001
Liver,Myeloid,proliferation,NL→AR,NL,AR,0.00685,0.000833,-87.8,↓,0.878088,NS,6/18,6,3,0.9717814074074074
Liver,Myeloid,proliferation,NL→CR,NL,CR,0.00685,0.000161,-97.7,↓,0.878088,NS,6/18,6,3,1.0
Liver,Myeloid,proliferation,IT→IA,IT,IA,0.012484,0.002683,-78.5,↓,0.204501,NS,18/25,5,5,0.7160486666666667
Liver,Myeloid,proliferation,IA→AR,IA,AR,0.002683,0.000833,-69.0,↓,0.750751,NS,7/15,5,3,0.9896263181818181
Liver,Myeloid,proliferation,CR→AR,CR,AR,0.000161,0.000833,418.4,↑,1.0,NS,3/9,3,3,1.0
Liver,CD4_T,proliferation,NL→IT,NL,IT,0.011023,0.010488,-4.9,↓,0.309524,NS,25/36,6,6,0.6904766153846155
Liver,CD4_T,proliferation,NL→IA,NL,IA,0.011023,0.007311,-33.7,↓,0.125541,NS,24/30,6,5,0.77835565
Liver,CD4_T,proliferation,NL→AR,NL,AR,0.011023,0.008872,-19.5,↓,0.380952,NS,13/18,6,3,0.7562357619047618
Liver,CD4_T,proliferation,NL→CR,NL,CR,0.011023,0.008564,-22.3,↓,0.547619,NS,12/18,6,3,0.8358395263157895
Liver,CD4_T,proliferation,IT→IA,IT,IA,0.010488,0.007311,-30.3,↓,0.428571,NS,20/30,6,5,0.9189612800000001
Liver,CD4_T,proliferation,IA→AR,IA,AR,0.007311,0.008872,21.4,↑,0.571429,NS,10/15,5,3,0.9114282400000001
Liver,CD4_T,proliferation,CR→AR,CR,AR,0.008564,0.008872,3.6,↑,1.0,NS,5/9,3,3,1.0
Liver,CD8_T,proliferation,NL→IT,NL,IT,0.008822,0.006412,-27.3,↓,0.52111,NS,22/36,6,6,0.7196280952380952
Liver,CD8_T,proliferation,NL→IA,NL,IA,0.008822,0.011443,29.7,↑,0.792208,NS,17/30,6,5,0.9988709565217391
Liver,CD8_T,proliferation,NL→AR,NL,AR,0.008822,0.009129,3.5,↑,1.0,NS,9/18,6,3,1.0
Liver,CD8_T,proliferation,NL→CR,NL,CR,0.008822,0.008378,-5.0,↓,0.714286,NS,11/18,6,3,0.82857176
Liver,CD8_T,proliferation,IT→IA,IT,IA,0.006412,0.011443,78.5,↑,0.329004,NS,21/30,6,5,0.8648396111111111
Liver,CD8_T,proliferation,IA→AR,IA,AR,0.011443,0.009129,-20.2,↓,0.785714,NS,6/15,5,3,0.9494044166666668
Liver,CD8_T,proliferation,CR→AR,CR,AR,0.008378,0.009129,9.0,↑,1.0,NS,5/9,3,3,1.0
Liver,NK,proliferation,NL→IT,NL,IT,0.015664,0.010728,-31.5,↓,0.930736,NS,14/30,6,5,0.930736
Liver,NK,proliferation,NL→IA,NL,IA,0.015664,0.00844,-46.1,↓,0.536797,NS,19/30,6,5,0.9996794074074075
Liver,NK,proliferation,NL→AR,NL,AR,0.015664,0.006928,-55.8,↓,0.547619,NS,12/18,6,3,1.0
Liver,NK,proliferation,NL→CR,NL,CR,0.015664,0.006789,-56.7,↓,0.380952,NS,13/18,6,3,0.849816
Liver,NK,proliferation,IT→IA,IT,IA,0.010728,0.00844,-21.3,↓,0.420635,NS,17/25,5,5,0.9925594375
Liver,NK,proliferation,IA→AR,IA,AR,0.00844,0.006928,-17.9,↓,0.785714,NS,9/15,5,3,0.9494044166666668
Liver,NK,proliferation,CR→AR,CR,AR,0.006789,0.006928,2.1,↑,1.0,NS,5/9,3,3,1.0
Liver,B,proliferation,NL→IT,NL,IT,0.006763,0.007368,8.9,↑,0.925558,NS,14/30,6,5,0.9996794074074075
Liver,B,proliferation,NL→IA,NL,IA,0.006763,0.008816,30.4,↑,0.521869,NS,19/30,6,5,0.9603900999999999
Liver,B,proliferation,NL→AR,NL,AR,0.006763,0.005124,-24.2,↓,1.0,NS,9/18,6,3,1.0
Liver,B,proliferation,NL→CR,NL,CR,0.006763,0.004176,-38.3,↓,0.896851,NS,8/18,6,3,1.0
Liver,B,proliferation,IT→IA,IT,IA,0.007368,0.008816,19.7,↑,0.675174,NS,15/25,5,5,0.8706001739130435
Liver,B,proliferation,IA→AR,IA,AR,0.008816,0.005124,-41.9,↓,0.571429,NS,10/15,5,3,0.920635611111111
Liver,B,proliferation,CR→AR,CR,AR,0.004176,0.005124,22.7,↑,1.0,NS,4/9,3,3,1.0
Liver,PlasmaB,proliferation,NL→IT,NL,IT,0.015728,0.004372,-72.2,↓,0.632142,NS,15/30,6,5,0.8332780909090909
Liver,PlasmaB,proliferation,NL→IA,NL,IA,0.015728,0.001395,-91.1,↓,0.244817,NS,15/30,6,5,0.7155836999999999
Liver,PlasmaB,proliferation,NL→AR,NL,AR,0.015728,0.008414,-46.5,↓,1.0,NS,5/12,6,2,1.0
Liver,PlasmaB,proliferation,NL→CR,NL,CR,0.015728,0.0,-100.0,↓,0.219768,NS,9/18,6,3,0.6904768181818182
Liver,PlasmaB,proliferation,IT→IA,IT,IA,0.004372,0.001395,-68.1,↓,0.239317,NS,14/25,5,5,1.0
Liver,PlasmaB,proliferation,IA→AR,IA,AR,0.001395,0.008414,502.9,↑,0.468717,NS,5/10,5,2,0.8721811052631578
Liver,PlasmaB,proliferation,CR→AR,CR,AR,0.0,0.008414,99999.0,↑,0.414216,NS,3/6,3,2,1.0
Liver,Myeloid,senescence,NL→IT,NL,IT,0.101404,0.122892,21.2,↑,0.054681,†,26/30,6,5,0.22653557142857142
Liver,Myeloid,senescence,NL→IA,NL,IA,0.101404,0.082701,-18.4,↓,0.410248,NS,20/30,6,5,0.914657238095238
Liver,Myeloid,senescence,NL→AR,NL,AR,0.101404,0.128646,26.9,↑,0.051822,†,17/18,6,3,0.39455742857142856
Liver,Myeloid,senescence,NL→CR,NL,CR,0.101404,0.091592,-9.7,↓,0.896851,NS,8/18,6,3,1.0
